--------- beginning of system
01-01 00:00:16.460   249   249 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.461   249   249 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.461   249   249 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:21.964  1325  1325 D MountService:     mStorageId=0 mPath=/storage/usbotg mDescriptionId=17040809 mPrimary=false 
01-01 00:00:21.964  1325  1325 D MountService:     mRemovable=true mEmulated=false mMtpReserveSpace=0 mAllowMassStorage=false 
01-01 00:00:21.964  1325  1325 D MountService:     mMaxFileSize=0 mOwner=null mUuid=null mUserLabel=null mState=null 
01-01 00:00:21.964  1325  1325 D MountService:     mAllowMtp=true 
01-01 00:00:21.966  1325  1405 D EventHub: No input device configuration file found for device 'gpio-keys'.
01-01 00:00:21.967  1325  1405 E KeyLayoutMap: /system/usr/keylayout/gpio-keys.kl:28: Expected key flag label, got 'WAKE_DROPPED'.
01-01 00:00:21.970  1325  1405 W EventHub: Unable to disable kernel key repeat for /dev/input/event1: Function not implemented
01-01 00:00:21.970  1325  1405 I EventHub: New device: id=4, fd=158, path='/dev/input/event1', name='gpio-keys', classes=0x1, configuration='', keyLayout='/system/usr/keylayout/Generic.kl', keyCharacterMap='/system/usr/keychars/Generic.kcm', builtinKeyboard=false, wakeMechanism=EPOLLWAKEUP, usingClockIoctl=true
01-01 00:00:21.970  1325  1405 D EventHub: No input device configuration file found for device 'buttons.77'.
01-01 00:00:21.972  1325  1405 I EventHub: New device: id=5, fd=159, path='/dev/input/event2', name='buttons.77', classes=0x1, configuration='', keyLayout='/system/usr/keylayout/Generic.kl', keyCharacterMap='/system/usr/keychars/Generic.kcm', builtinKeyboard=false, wakeMechanism=EPOLLWAKEUP, usingClockIoctl=true
01-01 00:00:21.972  1325  1340 W art     : Suspending all threads took: 5.240ms
01-01 00:00:21.975  1325  1405 I InputReader: Device added: id=-1, name='Virtual', sources=0x00000301
01-01 00:00:21.976  1325  1325 I SystemServer: LockSettingsService
01-01 00:00:21.976  1325  1405 I InputReader: Device added: id=5, name='buttons.77', sources=0x00000101
01-01 00:00:21.976  1325  1405 I InputReader: Device added: id=4, name='gpio-keys', sources=0x00000101
01-01 00:00:21.976  1325  1405 I InputReader: Device added: id=3, name='qpnp_pon', sources=0x00000101
01-01 00:00:21.976  1325  1405 I InputReader: Device added: id=2, name='apq8084-taiko-sbc-snd-card Button Jack', sources=0x00000101
01-01 00:00:21.976  1325  1405 I InputReader: Device added: id=1, name='apq8084-taiko-sbc-snd-card Headset Jack', sources=0x80000000
01-01 00:00:21.977  1325  1405 I InputReader: Reconfiguring input devices.  changes=0x00000004
01-01 00:00:21.978  1325  1340 I art     : Background partial concurrent mark sweep GC freed 6622(502KB) AllocSpace objects, 2(32KB) LOS objects, 33% free, 3MB/5MB, paused 6.986ms total 21.277ms
01-01 00:00:21.980  1325  1325 I SystemServiceManager: Starting com.android.server.devicepolicy.DevicePolicyManagerService$Lifecycle
01-01 00:00:21.983  1325  1410 W MountService: Duplicate state transition (unmounted -> unmounted) for /storage/sdcard1
01-01 00:00:21.985  1325  1344 I UsageStatsService: User[0] Rollover scheduled @ 1970-01-02 00:00:00(86400000)
01-01 00:00:21.985  1325  1410 I PackageManager: No secure containers found
01-01 00:00:21.985  1325  1410 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH.mail in package com.android.calendar
01-01 00:00:21.985  1325  1325 I SystemServer: Status Bar
01-01 00:00:21.986  1325  1410 W PackageManager: Unknown permission android.permission.MMS_PUSH in package org.codeaurora.bluetooth
01-01 00:00:21.986  1325  1410 W PackageManager: Unknown permission com.google.android.gallery3d.permission.PICASA_STORE in package com.android.dreams.phototable
01-01 00:00:21.986  1325  1410 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH in package com.android.settings
01-01 00:00:21.986  1325  1410 W PackageManager: Unknown permission com.qualcomm.permission.ACCESS_LOCATION_API in package com.qualcomm.location
01-01 00:00:21.986  1325  1410 W PackageManager: Not granting permission android.permission.DELETE_PACKAGES to package com.svox.pico (protectionLevel=18 flags=0x8be45)
01-01 00:00:21.986  1325  1410 W PackageManager: Unknown permission com.google.android.gallery3d.permission.GALLERY_PROVIDER in package com.android.bluetooth
01-01 00:00:21.986  1325  1410 W PackageManager: Not granting permission android.permission.DEVICE_POWER to package com.android.deskclock (protectionLevel=2 flags=0x48be45)
01-01 00:00:21.986  1325  1410 W PackageManager: Not granting permission android.permission.GLOBAL_SEARCH to package com.android.quicksearchbox (protectionLevel=18 flags=0x48be45)
01-01 00:00:21.987  1325  1410 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH in package com.android.providers.calendar
01-01 00:00:21.987  1325  1410 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH.cl in package com.android.providers.calendar
01-01 00:00:21.987  1325  1410 W PackageManager: Unknown permission android.permission.INSTALL_DRM in package com.android.mms
01-01 00:00:21.987  1325  1410 W PackageManager: Not granting permission android.permission.ACCESS_DOWNLOAD_MANAGER to package com.android.browser (protectionLevel=18 flags=0x9be45)
01-01 00:00:21.987  1325  1410 W PackageManager: Not granting permission android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS to package com.android.browser (protectionLevel=2 flags=0x9be45)
01-01 00:00:21.988  1325  1325 I SystemServer: Clipboard Service
01-01 00:00:21.990  1325  1325 W ClipboardService: No security bridge jar found, using default
01-01 00:00:21.990  1325  1325 I SystemServer: NetworkManagement Service
01-01 00:00:21.997  1325  1325 I SystemServer: Text Service Manager Service
01-01 00:00:22.000   338   338 E QC-time-services: Daemon:genoff_modem_qmi_init: qmi_client_get_service_list returned -2num_services 0
01-01 00:00:22.029  1325  1325 I SystemServer: Network Score Service
01-01 00:00:22.030  1325  1325 I SystemServer: NetworkStats Service
01-01 00:00:22.036  1325  1325 I SystemServer: NetworkPolicy Service
01-01 00:00:22.042   304  1416 I AudioFlinger: AudioFlinger's thread 0xb5b96000 ready to run
01-01 00:00:22.043   304  1416 D audio_hw_primary: out_set_parameters: enter: usecase(1: low-latency-playback) kvpairs: routing=2
01-01 00:00:22.043   304   304 I AudioFlinger: HAL output buffer size 768 frames, normal sink buffer size 1152 frames
01-01 00:00:22.044   304  1419 I AudioFlinger: AudioFlinger's thread 0xb5442000 ready to run
01-01 00:00:22.045   304  1419 D audio_hw_primary: out_set_parameters: enter: usecase(28: afe-proxy-playback) kvpairs: routing=65536
01-01 00:00:22.046   304   304 D audio_hw_primary: adev_open_input_stream: enter: sample_rate(48000) channel_mask(0xfc) devices(0x80000004)        stream_handle(0xb614dd40) io_handle(8)
01-01 00:00:22.046   304   304 W audio_hw_primary: adev_open_input_stream: surround sound recording is not supported
01-01 00:00:22.046   304   304 E AudioFlinger: not enough memory for pipe buffer size=24576
01-01 00:00:22.046   304  1420 I AudioFlinger: AudioFlinger's thread 0xb4d01000 ready to run
01-01 00:00:22.046   304   304 D audio_hw_primary: adev_close_input_stream: enter:stream_handle(0xb614dd40)
01-01 00:00:22.047   304   304 D audio_hw_primary: adev_open_input_stream: enter: sample_rate(48000) channel_mask(0xc) devices(0x80000040)        stream_handle(0xb614dd40) io_handle(9)
01-01 00:00:22.047   304   304 D audio_hw_primary: adev_open_input_stream: enter: sample_rate(48000) channel_mask(0xc) devices(0x80000040)        stream_handle(0xb614dd40) io_handle(9)
01-01 00:00:22.047   304   304 W AudioPolicyManager: Cannot open input stream for device 80000040 on hw module primary
01-01 00:00:22.048   304   304 I audio_a2dp_hw: adev_open:  adev_open in A2dp_hw module
01-01 00:00:22.048   304   304 I AudioFlinger: loadHwModule() Loaded a2dp audio interface from A2DP Audio HW HAL (audio) handle 10
01-01 00:00:22.049  1325  1325 I SystemServiceManager: Starting com.android.server.wifi.p2p.WifiP2pService
01-01 00:00:22.050   304   304 I AudioFlinger: loadHwModule() Loaded usb audio interface from USB audio HW HAL (audio) handle 11
01-01 00:00:22.051   304   304 I r_submix: adev_open(name=audio_hw_if)
01-01 00:00:22.051   304   304 I r_submix: adev_init_check()
01-01 00:00:22.051   304   304 I AudioFlinger: loadHwModule() Loaded r_submix audio interface from Wifi Display audio HAL (audio) handle 12
01-01 00:00:22.051   304   304 D r_submix: adev_open_input_stream()
01-01 00:00:22.051   304   304 D r_submix: submix_audio_device_create_pipe()
01-01 00:00:22.051   304  1422 I AudioFlinger: AudioFlinger's thread 0xb4d01000 ready to run
01-01 00:00:22.051   304   304 D r_submix: adev_close_input_stream()
01-01 00:00:22.051   304   304 D r_submix: submix_audio_device_release_pipe()
01-01 00:00:22.051   304   304 D r_submix: submix_audio_device_destroy_pipe(): pipe destroyed
01-01 00:00:22.052   304   304 D sound_trigger_hw: stdev_open: Enter
01-01 00:00:22.052   304   304 I sound_trigger_platform: platform_stdev_init: Enter
01-01 00:00:22.074  1325  1325 I WifiP2pService: Registering wifip2p
01-01 00:00:22.076  1325  1325 I SystemServiceManager: Starting com.android.server.wifi.WifiService
01-01 00:00:22.168   304   304 I sound_trigger_platform: platform_stdev_init: acdb_init: apq8084-taiko-sbc-snd-card
01-01 00:00:22.169   304   304 E ACDB-LOADER: ACDB -> No .acdb files found in /etc!
01-01 00:00:22.169   304   304 E ACDB-LOADER: ACDB -> Error: Could not open any directory! Failed for /etc
01-01 00:00:22.169   304   304 E ACDB-LOADER: ACDB -> Could not load .acdb files!
01-01 00:00:22.169   304   304 I sound_trigger_hw: stdev_get_properties
01-01 00:00:22.169   304   304 I SoundTriggerHwService: loaded default module Sound Trigger HAL, handle 1
01-01 00:00:22.184  1325  1325 E WifiConfigStore: associatedPartialScanPeriodMilli set to 20000
01-01 00:00:22.196  1325  1325 D WifiController: isAirplaneModeOn = false, isWifiEnabled = false, isScanningAvailable = false
01-01 00:00:22.198  1325  1325 I WifiService: Registering wifi
01-01 00:00:22.199  1325  1325 I SystemServiceManager: Starting com.android.server.wifi.WifiScanningService
01-01 00:00:22.200  1325  1325 I WifiScanningService: Creating wifiscanner
01-01 00:00:22.200  1325  1325 I WifiScanningService: Starting wifiscanner
01-01 00:00:22.201  1325  1325 I SystemServiceManager: Starting com.android.server.wifi.RttService
01-01 00:00:22.201  1325  1325 I RttService: Creating rttmanager
01-01 00:00:22.201  1325  1325 I RttService: Starting rttmanager
01-01 00:00:22.202  1325  1325 I SystemServer: Connectivity Service
01-01 00:00:22.208  1325  1325 D ConnectivityService: ConnectivityService starting up
01-01 00:00:22.211  1325  1325 D ConnectivityService: wifiOnly=true
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 0
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 2
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 3
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 4
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 5
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 10
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 11
01-01 00:00:22.211  1325  1325 D ConnectivityService: networkAttributes - ignoring mobile as this dev is wifiOnly 12
01-01 00:00:22.212  1325  1325 E ConnectivityService: Ignoring protectedNetwork 10
01-01 00:00:22.212  1325  1325 E ConnectivityService: Ignoring protectedNetwork 11
01-01 00:00:22.212  1325  1325 E ConnectivityService: Ignoring protectedNetwork 12
01-01 00:00:22.212  1325  1325 E ConnectivityService: Ignoring protectedNetwork 14
01-01 00:00:22.212  1325  1325 E ConnectivityService: Ignoring protectedNetwork 15
01-01 00:00:22.220  1325  1325 I SystemServer: Network Service Discovery Service
01-01 00:00:22.223  1325  1325 D NsdService: Network service discovery enabled true
01-01 00:00:22.225  1325  1325 I SystemServer: DPM Service
01-01 00:00:22.225  1325  1325 I SystemServer: DPM configuration set to 0
01-01 00:00:22.225  1325  1325 I SystemServer: UpdateLock Service
01-01 00:00:22.268  1325  1325 I SystemServiceManager: Starting com.android.server.notification.NotificationManagerService
01-01 00:00:22.284  1325  1325 I SystemServiceManager: Starting com.android.server.storage.DeviceStorageMonitorService
01-01 00:00:22.286  1325  1325 I SystemServer: Location Manager
01-01 00:00:22.289   250   288 I ServiceManager: Check passed after 5 seconds for android.permission.ACCESS_SURFACE_FLINGER from uid=1013 pid=858
01-01 00:00:22.289   250   288 D PermissionCache: checking android.permission.ACCESS_SURFACE_FLINGER for uid=1013 => granted (5002004 us)
01-01 00:00:22.290  1325  1325 I SystemServer: Country Detector
01-01 00:00:22.291  1325  1325 I SystemServer: Search Service
01-01 00:00:22.293  1325  1325 I SystemServer: DropBox Service
01-01 00:00:22.295  1325  1325 I SystemServer: Wallpaper Service
01-01 00:00:22.300  1325  1325 I SystemServer: Audio Service
01-01 00:00:22.306   858  1432 D libEGL  : loaded /vendor/lib/egl/libEGL_adreno.so
01-01 00:00:22.318  1325  1325 W TelecomManager: Telecom Service not found.
01-01 00:00:22.319   304  1426 D audio_hw_primary: adev_set_mic_mute state 0
01-01 00:00:22.322   858  1432 D libEGL  : loaded /vendor/lib/egl/libGLESv1_CM_adreno.so
01-01 00:00:22.327   858  1432 D libEGL  : loaded /vendor/lib/egl/libGLESv2_adreno.so
01-01 00:00:22.337   858  1432 I Adreno  : EGLInit: QTI Build: 01/16/15, 25d4fe7, 
01-01 00:00:22.338   304  1369 D audio_hw_primary: out_set_parameters: enter: usecase(0: deep-buffer-playback) kvpairs: fm_volume=0.4253543019
01-01 00:00:22.338   304  1369 D audio_hw_extn: audio_extn_set_anc_parameters: anc_enabled:0
01-01 00:00:22.338   304  1369 D audio_hw_fm: audio_extn_fm_set_parameters: set_fm_volume usecase
01-01 00:00:22.338   304  1369 D audio_hw_fm: fm_set_volume: (0.425354)
01-01 00:00:22.345  1325  1325 I SystemServiceManager: Starting com.android.server.DockObserver
01-01 00:00:22.346  1325  1325 W DockObserver: This kernel does not have dock station support
01-01 00:00:22.346  1325  1325 I SystemServer: Wired Accessory Manager
01-01 00:00:22.348  1325  1325 W WiredAccessoryManager: This kernel does not have usb audio support
01-01 00:00:22.348  1325  1325 I SystemServiceManager: Starting com.android.server.usb.UsbService$Lifecycle
01-01 00:00:22.355  1325  1325 I SystemServer: Serial Service
01-01 00:00:22.356  1325  1325 I SystemServiceManager: Starting com.android.server.twilight.TwilightService
01-01 00:00:22.360  1325  1325 I SystemServiceManager: Starting com.android.server.UiModeManagerService
01-01 00:00:22.362  1325  1325 I SystemServiceManager: Starting com.android.server.job.JobSchedulerService
01-01 00:00:22.368  1325  1325 I SystemServiceManager: Starting com.android.server.backup.BackupManagerService$Lifecycle
01-01 00:00:22.379  1325  1325 I SELinux : SELinux: Loaded file_contexts from /file_contexts
01-01 00:00:22.382  1325  1325 V BackupManagerService: No ancestral data
01-01 00:00:22.385  1325  1325 D BackupManagerService: Now staging backup of com.android.calendar
01-01 00:00:22.426  1325  1325 D BackupManagerService: Now staging backup of com.android.dialer
01-01 00:00:22.430  1325  1325 D BackupManagerService: Now staging backup of com.android.providers.userdictionary
01-01 00:00:22.433  1325  1325 D BackupManagerService: Now staging backup of com.android.sharedstoragebackup
01-01 00:00:22.437   250   250 D MDP_SCALE: Debug messages enabled = 0
01-01 00:00:22.437  1325  1325 D BackupManagerService: Now staging backup of com.android.providers.settings
01-01 00:00:22.443  1325  1325 D BackupManagerService: Now staging backup of android
01-01 00:00:22.446  1325  1325 D BackupManagerService: Now staging backup of com.android.mms
01-01 00:00:22.449  1325  1325 D BackupManagerService: Now staging backup of com.android.browser
01-01 00:00:22.452  1325  1325 V BackupManagerService: Starting with transport android/com.android.internal.backup.LocalTransport
01-01 00:00:22.452  1325  1325 V BackupManagerService: Found transports: 1
01-01 00:00:22.452  1325  1325 I BackupManagerService: Binding to transport host ComponentInfo{android/com.android.internal.backup.LocalTransportService}
01-01 00:00:22.456  1325  1325 I BackupManagerService: Found stale backup journal, scheduling
01-01 00:00:22.459  1325  1325 I SystemServiceManager: Starting com.android.server.appwidget.AppWidgetService
01-01 00:00:22.462  1325  1325 I SystemServiceManager: Starting com.android.server.voiceinteraction.VoiceInteractionManagerService
01-01 00:00:22.465  1325  1325 I SystemServer: DiskStats Service
01-01 00:00:22.465  1325  1325 I SystemServer: SamplingProfiler Service
01-01 00:00:22.477  1325  1325 I SystemServer: NetworkTimeUpdateService
01-01 00:00:22.477   383  1346 E modemanager: readXMLOp:Couldn't open OEM XML file!
01-01 00:00:22.477   383  1346 E modemanager: retrieveMode: Failed to enumerate modes
01-01 00:00:22.477   383  1346 E modemanager: in applyDefaultMode fail to retrieve default mode!
01-01 00:00:22.477   383  1346 I modemanager: in applyDefaultMode ret = 0 mCurMode = -1
01-01 00:00:22.477   383  1346 E PPDaemon: void* applyDefaultModeThreadFunc(void*) failed applying default mode!
01-01 00:00:22.478  1325  1325 I SystemServer: CommonTimeManagementService
01-01 00:00:22.480  1325  1325 I SystemServer: CertBlacklister
01-01 00:00:22.480  1325  1325 I SystemServiceManager: Starting com.android.server.dreams.DreamManagerService
01-01 00:00:22.483  1325  1325 I SystemServer: Assets Atlas Service
01-01 00:00:22.484  1325  1325 I SystemServiceManager: Starting com.android.server.print.PrintManagerService
01-01 00:00:22.487  1325  1436 D Atlas   : Loaded configuration: SliceMinArea (768x768) flags=0x2 count=2
01-01 00:00:22.488  1325  1325 I SystemServiceManager: Starting com.android.server.restrictions.RestrictionsManagerService
01-01 00:00:22.490  1325  1325 I SystemServiceManager: Starting com.android.server.media.MediaSessionService
01-01 00:00:22.494  1325  1325 I SystemServer: Media Router Service
01-01 00:00:22.495  1325  1325 I SystemServiceManager: Starting com.android.server.trust.TrustManagerService
01-01 00:00:22.497  1325  1325 I SystemServiceManager: Starting com.android.server.fingerprint.FingerprintService
01-01 00:00:22.498  1325  1325 V Fingerprint-JNI: nativeInit()
01-01 00:00:22.498  1325  1325 V Fingerprint-JNI: nativeOpenHal()
01-01 00:00:22.499  1325  1325 E Fingerprint-JNI: Can't open fingerprint HW Module, error: -2
01-01 00:00:22.499  1325  1325 I SystemServer: BackgroundDexOptService
01-01 00:00:22.501  1325  1325 I SystemServiceManager: Starting com.android.server.pm.LauncherAppsService
01-01 00:00:22.503  1325  1325 D SystemServer: Wipower not supported
01-01 00:00:22.503  1325  1325 I SystemServiceManager: Starting com.android.server.media.projection.MediaProjectionManagerService
01-01 00:00:22.506  1325  1436 I Adreno  : EGLInit: QTI Build: 01/16/15, 25d4fe7, 
01-01 00:00:22.511  1325  1325 I WindowManager: SAFE MODE not enabled
01-01 00:00:22.512  1325  1325 I SystemServiceManager: Starting com.android.server.MmsServiceBroker
01-01 00:00:22.522  1325  1325 E SQLiteLog: (283) recovered 16 frames from WAL file /data/system/locksettings.db-wal
01-01 00:00:22.526  1325  1325 I SystemServiceManager: Starting phase 480
01-01 00:00:22.532  1325  1325 I SystemServiceManager: Starting phase 500
01-01 00:00:22.532  1325  1325 I WifiService: WifiService starting up with Wi-Fi disabled
01-01 00:00:22.541  1325  1427 D WifiService: New client listening to asynchronous messages
01-01 00:00:22.542  1325  1325 D WifiWatchdogStateMachine: Disabling poor network avoidance for wi-fi only device
01-01 00:00:22.542  1325  1325 I WifiScanningService: Registering wifiscanner
01-01 00:00:22.548  1325  1325 D WifiScanningService: New client, channel: null messenger: null
01-01 00:00:22.549  1325  1325 I RttService: Registering rttmanager
01-01 00:00:22.549  1325  1439 D WifiChangeStateMachine: Entering IdleState
01-01 00:00:22.549  1325  1439 D WifiScanningService: DefaultState
01-01 00:00:22.550  1325  1436 D Atlas   : Rendered atlas in 44.56ms (0.12+44.44ms)
01-01 00:00:22.554  1325  1325 I ActivityManager: Config changes=200 {1.0 ?mcc?mnc en_US ldltr sw864dp w1536dp h791dp 200dpi xlrg long land -touch -keyb/v/h -nav/h s.4}
01-01 00:00:22.590  1325  1325 I AppOps  : Pruning old package media/1013: new uid=-1
01-01 00:00:22.591  1325  1325 I ActivityManager: System now ready
01-01 00:00:22.594  1325  1325 I SystemServer: Making services ready
01-01 00:00:22.594  1325  1325 I SystemServiceManager: Starting phase 550
01-01 00:00:22.595   250   250 D SurfaceFlinger: Set power mode=2, type=0 flinger=0xb6a62000
01-01 00:00:22.595   250   250 D SurfaceFlinger: Screen type=0 is already mode=2
01-01 00:00:22.595  1325  1351 I DisplayManagerService: Display device changed: DisplayDeviceInfo{"Built-in Screen": 1920 x 1080, 60.0 fps, supportedRefreshRates [60.0], density 200, 799.475 x 249.381 dpi, appVsyncOff 0, presDeadline 17666667, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
01-01 00:00:22.599  1325  1325 I SystemServer: WebViewFactory preparation
01-01 00:00:22.608  1325  1345 I Zygote  : Process: zygote socket opened, supported ABIS: armeabi-v7a,armeabi
01-01 00:00:22.620  1325  1449 D UsbHostManager: Added device UsbDevice[mName=/dev/bus/usb/001/002,mVendorId=1027,mProductId=24597,mClass=0,mSubclass=0,mProtocol=0,mManufacturerName=FTDI,mProductName=FT230X Basic UART,mSerialNumber=DM011IXA,mConfigurations=[
01-01 00:00:22.620  1325  1449 D UsbHostManager: UsbConfiguration[mId=1,mName=null,mAttributes=128,mMaxPower=45,mInterfaces=[
01-01 00:00:22.620  1325  1449 D UsbHostManager: UsbInterface[mId=0,mAlternateSetting=0,mName=FT230X Basic UART,mClass=255,mSubclass=255,mProtocol=255,mEndpoints=[
01-01 00:00:22.620  1325  1449 D UsbHostManager: UsbEndpoint[mAddress=129,mAttributes=2,mMaxPacketSize=64,mInterval=0]
01-01 00:00:22.620  1325  1449 D UsbHostManager: UsbEndpoint[mAddress=2,mAttributes=2,mMaxPacketSize=64,mInterval=0]]]]
01-01 00:00:22.629  1325  1449 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1321 com.android.server.usb.UsbSettingsManager.deviceAttached:741 com.android.server.usb.UsbHostManager.endUsbDeviceAdded:286 com.android.server.usb.UsbHostManager.monitorUsbHostBus:-2 com.android.server.usb.UsbHostManager.access$000:47 
01-01 00:00:22.636  1325  1345 I ActivityManager: Start proc android.process.media for broadcast com.android.providers.media/.MtpReceiver: pid=1451 uid=10006 gids={50006, 9997, 1028, 1015, 1023, 1024, 2001, 3003, 3007} abi=armeabi-v7a
01-01 00:00:22.664  1325  1325 I ActivityManager: Start proc WebViewLoader-armeabi-v7a [android.webkit.WebViewFactory$RelroFileCreator] for : pid=1469 uid=1037 gids={} abi=armeabi-v7a
01-01 00:00:22.675  1469  1469 V WebViewFactory: RelroFileCreator (64bit = false),  32-bit lib: /system/app/webview/lib/arm/libwebviewchromium.so, 64-bit lib: 
01-01 00:00:22.675   312   312 V WLAN_PSA: NL MSG, len[020], NL type[0x18] WNI type[0x   0] len[000]
01-01 00:00:22.675   312   312 V WLAN_PSA: NL MSG, PID: 0
01-01 00:00:22.675   312   312 D WLAN_PSA: KDriver Unloaded, NL Listen
01-01 00:00:22.703  1325  1325 I ActivityManager: Start proc com.android.systemui for service com.android.systemui/.SystemUIService: pid=1487 uid=10015 gids={50015, 9997, 1028, 1015, 1035, 3002, 3001, 3006} abi=armeabi-v7a
01-01 00:00:22.704  1325  1325 D NetworkManagementService: enabling bandwidth control
01-01 00:00:22.705  1325  1408 E MountService: Boot-time mount failed (-1)
01-01 00:00:22.705   249   298 I Vold    : /dev/block/vold/179:65 being considered for volume sdcard1
01-01 00:00:22.705   249   298 D Vold    : Volume sdcard1 state changing 1 (Idle-Unmounted) -> 3 (Checking)
01-01 00:00:22.706  1325  1348 D MountService: volume state changed for /storage/sdcard1 (unmounted -> checking)
01-01 00:00:22.706  1325  1348 D MountService: sendStorageIntent Intent { act=android.intent.action.MEDIA_CHECKING dat=file:///storage/sdcard1 flg=0x4000000 (has extras) } to UserHandle{-1}
01-01 00:00:22.718   249   298 I fsck_msdos: ** /dev/block/vold/179:65
01-01 00:00:22.807  1451  1451 E SQLiteLog: (283) recovered 80 frames from WAL file /data/data/com.android.providers.media/databases/external.db-wal
01-01 00:00:22.820  1487  1487 V SystemUIService: Starting SystemUI services.
01-01 00:00:22.850  1325  1418 V FingerprintService: startListening(android.service.fingerprint.IFingerprintServiceReceiver$Stub$Proxy@3e2b4ff6)
01-01 00:00:22.874  1469  1469 I art     : System.exit called, status: 0
01-01 00:00:22.874  1469  1469 I AndroidRuntime: VM exiting with result code 0, cleanup skipped.
01-01 00:00:22.878   304  1425 E OMXMaster: A component of name 'OMX.qcom.audio.decoder.aac' already exists, ignoring this one.
01-01 00:00:22.878   304  1425 D Utils   : printFileName fd(17) -> /system/media/audio/ui/Lock.ogg
01-01 00:00:22.884   304  1425 E WVMExtractor: Failed to open libwvm.so: dlopen failed: library "libwvm.so" not found
01-01 00:00:22.910   304  1425 D ExtendedUtils: extended extractor not needed, return default
01-01 00:00:22.911   304  1534 D AudioPolicyManager: isOffloadSupported: stream_type != MUSIC, returning false
01-01 00:00:22.916   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.916   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.922   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.922   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.923   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.923   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.929   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.929   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.931   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.931   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.932   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.932   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.934   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.934   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.938   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.938   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.939   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.939   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.946   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.946   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.954   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.954   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
01-01 00:00:22.963   304  1534 E OMXNodeInstance: getParameter(100663311) ERROR: 0x8000101a
01-01 00:00:22.963   304  1534 E OMXNodeInstance: getParameter(100663297) ERROR: 0x8000101a
